corpus_order,paper_id,inspire_id,year,title,authors,document_type,arxiv_ids,dois,report_numbers,inspire_url,pilot_included,pilot_order,pilot_series,full_text_status,local_pdf_path,local_pdf_relative_path,local_pdf_filename,local_pdf_bytes,local_pdf_pages,sha256,source_manifest_sha256,hash_verification,pdf_source,pdf_source_url,alternate_local_artifact_count,alternate_local_artifact_paths,multiple_arxiv_artifacts,duplicate_record_of,record_flags,retrieval_errors
239,1312.2000,1268178,2013,Reduction Redux of Adinkras,"Gates, S. James, Jr. | Randall, Stephen | Stiffler, Kory",article,1312.2000,10.1142/S0217751X14500705,UMDEPP-013-019,https://inspirehep.net/literature/1268178,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2013_1312.2000_Reduction_Redux_of_Adinkras.pdf,pdfs/2013_1312.2000_Reduction_Redux_of_Adinkras.pdf,2013_1312.2000_Reduction_Redux_of_Adinkras.pdf,292093,17,420e2683c8d7d8102de215c5edaeeb6ff57e17d435598090a83a53a6cd5b56f9,420e2683c8d7d8102de215c5edaeeb6ff57e17d435598090a83a53a6cd5b56f9,matched,arXiv,https://arxiv.org/pdf/1312.2000,0,,false,,duplicate_doi_alias_removed,
240,1405.0048,1293807,2014,"Adinkra `Color' Confinement In Exemplary Off-Shell Constructions Of 4D, cal N = 2 Supersymmetry Representations","Gates, S. James | Stiffler, Kory",article,1405.0048,10.1007/JHEP07(2014)051,UMDEPP-014-009,https://inspirehep.net/literature/1293807,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2014_1405.0048_Adinkra_Color_Confinement_In_Exemplary_Off_Shell_Constructions_Of_4D_cal_N_2_Supersymmetry.pdf,pdfs/2014_1405.0048_Adinkra_Color_Confinement_In_Exemplary_Off_Shell_Constructions_Of_4D_cal_N_2_Supersymmetry.pdf,2014_1405.0048_Adinkra_Color_Confinement_In_Exemplary_Off_Shell_Constructions_Of_4D_cal_N_2_Supersymmetry.pdf,251896,37,8e666e70c9484033e1223fc80b16a5db562c0ec4e499721962277f6a3987ae20,8e666e70c9484033e1223fc80b16a5db562c0ec4e499721962277f6a3987ae20,matched,arXiv,https://arxiv.org/pdf/1405.0048,0,,false,,duplicate_doi_alias_removed,
241,1501.00101,1336106,2014,"Adinkras, 0-branes, Holoraumy and the SUSY QFT/QM Correspondence","Calkins, Mathew | Gates, D.E.A. | Gates, S. James | Stiffler, Kory",article,1501.00101,10.1142/S0217751X15500505,UMDEPP-014-024,https://inspirehep.net/literature/1336106,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2014_1501.00101_Adinkras_0_branes_Holoraumy_and_the_SUSY_QFT_QM_Correspondence.pdf,pdfs/2014_1501.00101_Adinkras_0_branes_Holoraumy_and_the_SUSY_QFT_QM_Correspondence.pdf,2014_1501.00101_Adinkras_0_branes_Holoraumy_and_the_SUSY_QFT_QM_Correspondence.pdf,1672878,44,1524a052e52f9ffa4c13ff7aae6eabb88716eac74022467e93e9da556ebb9ed0,1524a052e52f9ffa4c13ff7aae6eabb88716eac74022467e93e9da556ebb9ed0,matched,arXiv,https://arxiv.org/pdf/1501.00101,0,,false,,,
242,1402.5765,1282298,2014,"Is it possible to embed a 4D, N= 4 supersymmetric vector multiplet within a completely off-shell adinkra hologram?","Calkins, Mathew | Gates, D.E.A. | Gates, S.James | McPeak, Brian",article,1402.5765,10.1007/JHEP05(2014)057,UMDEPP-014-004,https://inspirehep.net/literature/1282298,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2014_1402.5765_Is_it_possible_to_embed_a_4D_N_4_supersymmetric_vector_multiplet_within_a_completely_off_s.pdf,pdfs/2014_1402.5765_Is_it_possible_to_embed_a_4D_N_4_supersymmetric_vector_multiplet_within_a_completely_off_s.pdf,2014_1402.5765_Is_it_possible_to_embed_a_4D_N_4_supersymmetric_vector_multiplet_within_a_completely_off_s.pdf,445040,28,97c1788eeb9a551a9845eed1ab037ce2c9543410d8018adcb00798fc98f19e40,97c1788eeb9a551a9845eed1ab037ce2c9543410d8018adcb00798fc98f19e40,matched,arXiv,https://arxiv.org/pdf/1402.5765,0,,false,,,
243,1409.4445,1317251,2014,On Clifford-algebraic dimensional extension and SUSY holography,"Gates, S.J. | Hübsch, T. | Stiffler, K.",article,1409.4445,10.1142/S0217751X15500426,UMDEPP-014-007,https://inspirehep.net/literature/1317251,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2014_1409.4445_On_Clifford_algebraic_dimensional_extension_and_SUSY_holography.pdf,pdfs/2014_1409.4445_On_Clifford_algebraic_dimensional_extension_and_SUSY_holography.pdf,2014_1409.4445_On_Clifford_algebraic_dimensional_extension_and_SUSY_holography.pdf,3765907,48,d042ec11c0c561a8dc665b69cba9b1315b8b30cb3f0a217e207f50c59d052348,d042ec11c0c561a8dc665b69cba9b1315b8b30cb3f0a217e207f50c59d052348,matched,arXiv,https://arxiv.org/pdf/1409.4445,0,,false,,duplicate_doi_alias_removed,
244,1412.4086,1334166,2014,"Superforms in Five-Dimensional, N = 1 Superspace","Gates, S. James | Linch, William D. | Randall, Stephen",article,1412.4086,10.1007/JHEP05(2015)049,UMDEPP-014-022,https://inspirehep.net/literature/1334166,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2014_1412.4086_Superforms_in_Five_Dimensional_N_1_Superspace.pdf,pdfs/2014_1412.4086_Superforms_in_Five_Dimensional_N_1_Superspace.pdf,2014_1412.4086_Superforms_in_Five_Dimensional_N_1_Superspace.pdf,496380,32,fefa06c04ada6ea6cd4b8523bdcbda225cc7c10760d4e7eec49fd2515407ce86,fefa06c04ada6ea6cd4b8523bdcbda225cc7c10760d4e7eec49fd2515407ce86,matched,arXiv,https://arxiv.org/pdf/1412.4086,0,,false,,,
245,1508.07546,1391194,2015,"A Lorentz covariant holoraumy-induced “gadget” from minimal off-shell 4D, N=1 supermultiplets","Gates, S.James | Grover, Tyler | Miller-Dickson, Miles David | Mondal, Benedict A. | Oskoui, Amir | Regmi, Shirash | Ross, Ethan | Shetty, Rajath",article,1508.07546,10.1007/JHEP11(2015)113,UMDEPP-015-011,https://inspirehep.net/literature/1391194,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2015_1508.07546_A_Lorentz_covariant_holoraumy_induced_gadget_from_minimal_off_shell_4D_N_1_supermultiplets.pdf,pdfs/2015_1508.07546_A_Lorentz_covariant_holoraumy_induced_gadget_from_minimal_off_shell_4D_N_1_supermultiplets.pdf,2015_1508.07546_A_Lorentz_covariant_holoraumy_induced_gadget_from_minimal_off_shell_4D_N_1_supermultiplets.pdf,1102732,17,0f1006f1f204cec059356e5d214e6579e002f5d15fd6fab824bc368918991a7f,0f1006f1f204cec059356e5d214e6579e002f5d15fd6fab824bc368918991a7f,matched,arXiv,https://arxiv.org/pdf/1508.07546,0,,false,,,
246,inspire:1393363,1393363,2015,Automorphism Properties and Classification of Adinkras,"Douglas, B.L. | Jr., S. James Gates | Segler, B.L. | Wang, J.B.",article,,10.1155/2015/584542,,https://inspirehep.net/literature/1393363,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2015_inspire_1393363_Automorphism_Properties_and_Classification_of_Adinkras.pdf,pdfs/2015_inspire_1393363_Automorphism_Properties_and_Classification_of_Adinkras.pdf,2015_inspire_1393363_Automorphism_Properties_and_Classification_of_Adinkras.pdf,2552710,18,e994a06eae02d34677ce7f7e77e26f5cda9b18db6e54c7a797d209f68a10059c,e994a06eae02d34677ce7f7e77e26f5cda9b18db6e54c7a797d209f68a10059c,matched,INSPIRE full text,https://inspirehep.net/files/59e845beb2aa416dae371a057936ab15,0,,false,,,
247,1502.04164,1345056,2015,Think Different: Applying the Old Macintosh Mantra to the Computability of the SUSY Auxiliary Field Problem,"Calkins, Mathew | Gates, D.E.A. | Gates, S.James | Golding, William M.",article,1502.04164,10.1007/JHEP04(2015)056,UMDEPP-015-003,https://inspirehep.net/literature/1345056,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2015_1502.04164_Think_Different_Applying_the_Old_Macintosh_Mantra_to_the_Computability_of_the_SUSY_Auxilia.pdf,pdfs/2015_1502.04164_Think_Different_Applying_the_Old_Macintosh_Mantra_to_the_Computability_of_the_SUSY_Auxilia.pdf,2015_1502.04164_Think_Different_Applying_the_Old_Macintosh_Mantra_to_the_Computability_of_the_SUSY_Auxilia.pdf,791771,28,e5a822145c07021a1a4d27fa99e2914bc8a25b808c31d724f17bd0e1f2a30160,e5a822145c07021a1a4d27fa99e2914bc8a25b808c31d724f17bd0e1f2a30160,matched,arXiv,https://arxiv.org/pdf/1502.04164,0,,false,,,
248,1601.00725,1413126,2016,"A proposal on culling & filtering a coxeter group for 4D, N = 1 spacetime SUSY representations: revised","Gates, D.E.A. | Gates, S. James | Stiffler, Kory",article,1601.00725,10.1007/JHEP08(2016)076,UMDEPP-016-001,https://inspirehep.net/literature/1413126,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2016_1601.00725_A_proposal_on_culling_filtering_a_coxeter_group_for_4D_N_1_spacetime_SUSY_representations.pdf,pdfs/2016_1601.00725_A_proposal_on_culling_filtering_a_coxeter_group_for_4D_N_1_spacetime_SUSY_representations.pdf,2016_1601.00725_A_proposal_on_culling_filtering_a_coxeter_group_for_4D_N_1_spacetime_SUSY_representations.pdf,510293,11,5406ec819467271ee92b29a87e4890db42f4f9682c2446206a2393335adc0d01,5406ec819467271ee92b29a87e4890db42f4f9682c2446206a2393335adc0d01,matched,arXiv,https://arxiv.org/pdf/1601.00725,0,,false,,,
249,1608.07864,1484334,2016,N=4 and N=8 SUSY Quantum Mechanics and Klein's Vierergruppe,"Gates, S. James | Hübsch, Tristan | Iga, Kevin | Mendez-Diez, Stefan",article,1608.07864,,,https://inspirehep.net/literature/1484334,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2016_1608.07864_N_4_and_N_8_SUSY_Quantum_Mechanics_and_Klein_s_Vierergruppe.pdf,pdfs/2016_1608.07864_N_4_and_N_8_SUSY_Quantum_Mechanics_and_Klein_s_Vierergruppe.pdf,2016_1608.07864_N_4_and_N_8_SUSY_Quantum_Mechanics_and_Klein_s_Vierergruppe.pdf,250277,16,aec4378c3bdd22401dcaa32c96f909a6dedd81bf0e0ec466373afcde3c9b49de,aec4378c3bdd22401dcaa32c96f909a6dedd81bf0e0ec466373afcde3c9b49de,matched,arXiv,https://arxiv.org/pdf/1608.07864,0,,false,,,
250,1701.00304,1507499,2017,"Adinkras from ordered quartets of BC_4 Coxeter group elements and regarding 1,358,954,496 matrix elements of the Gadget","Gates, S. James, Jr. | Guyton, Forrest | Harmalkar, Siddhartha | Kessler, David S. | Korotkikh, Vadim | Meszaros, Victor A.",article,1701.00304,10.1007/JHEP06(2017)006,UNIV.-OF-MARYLAND-PPN-UMDEPP-017-011 | BROWN-UNIV.-PPN-HET-1678 | PP-017-011 | HET-1678,https://inspirehep.net/literature/1507499,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2017_1701.00304_Adinkras_from_ordered_quartets_of_BC_4_Coxeter_group_elements_and_regarding_1_358_954_496.pdf,pdfs/2017_1701.00304_Adinkras_from_ordered_quartets_of_BC_4_Coxeter_group_elements_and_regarding_1_358_954_496.pdf,2017_1701.00304_Adinkras_from_ordered_quartets_of_BC_4_Coxeter_group_elements_and_regarding_1_358_954_496.pdf,2327771,60,b2239c5710a446eb7833ab9f860b40141cbec51664f8edc713340bcdcb1acc38,b2239c5710a446eb7833ab9f860b40141cbec51664f8edc713340bcdcb1acc38,matched,arXiv,https://arxiv.org/pdf/1701.00304,0,,false,,duplicate_doi_alias_removed,
251,1707.00194,1608410,2017,From Diophantus to Supergravity and massless higher spin multiplets,"Gates, S. James | Koutrolikos, Konstantinos",article,1707.00194,10.1007/JHEP11(2017)063,,https://inspirehep.net/literature/1608410,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2017_1707.00194_From_Diophantus_to_Supergravity_and_massless_higher_spin_multiplets.pdf,pdfs/2017_1707.00194_From_Diophantus_to_Supergravity_and_massless_higher_spin_multiplets.pdf,2017_1707.00194_From_Diophantus_to_Supergravity_and_massless_higher_spin_multiplets.pdf,499764,32,a47b34da5d7ee731fd09a46e4f54d2f6e93313dd79a4175b7056f6e31b282084,a47b34da5d7ee731fd09a46e4f54d2f6e93313dd79a4175b7056f6e31b282084,matched,arXiv,https://arxiv.org/pdf/1707.00194,0,,false,,duplicate_doi_alias_removed,
252,1712.07826,1644656,2017,"Generating all 36,864 Four-Color Adinkras via Signed Permutations and Organizing into ell- and tilde ell-Equivalence Classes","Gates, S. James | Iga, Kevin | Kang, Lucas | Korotkikh, Vadim | Stiffler, Kory",article,1712.07826,10.3390/sym11010120,Brown-HET-1721 | BROWN-HET-1721,https://inspirehep.net/literature/1644656,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2017_1712.07826_Generating_all_36_864_Four_Color_Adinkras_via_Signed_Permutations_and_Organizing_into_ell.pdf,pdfs/2017_1712.07826_Generating_all_36_864_Four_Color_Adinkras_via_Signed_Permutations_and_Organizing_into_ell.pdf,2017_1712.07826_Generating_all_36_864_Four_Color_Adinkras_via_Signed_Permutations_and_Organizing_into_ell.pdf,710998,52,6f1000c88ff8016c1898b0e1ea69c19025ab9819858137f307671fa5dfb20aca,6f1000c88ff8016c1898b0e1ea69c19025ab9819858137f307671fa5dfb20aca,matched,arXiv,https://arxiv.org/pdf/1712.07826,0,,false,,duplicate_doi_alias_removed,
253,1708.06262,1617798,2017,Higher Spin Superfield interactions with the Chiral Supermultiplet: Conserved Supercurrents and Cubic Vertices,"Buchbinder, I.L. | Gates, S. James | Koutrolikos, Konstantinos",article,1708.06262,10.3390/universe4010006,,https://inspirehep.net/literature/1617798,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2017_1708.06262_Higher_Spin_Superfield_interactions_with_the_Chiral_Supermultiplet_Conserved_Supercurrents.pdf,pdfs/2017_1708.06262_Higher_Spin_Superfield_interactions_with_the_Chiral_Supermultiplet_Conserved_Supercurrents.pdf,2017_1708.06262_Higher_Spin_Superfield_interactions_with_the_Chiral_Supermultiplet_Conserved_Supercurrents.pdf,335454,29,448cf809ccb4e337f55d98d48f13eb9cb13762aa55f00abd7ec03ce6e97a3215,448cf809ccb4e337f55d98d48f13eb9cb13762aa55f00abd7ec03ce6e97a3215,matched,arXiv,https://arxiv.org/pdf/1708.06262,0,,false,,,
254,1702.05453,1514056,2017,"On the four-dimensional holoraumy of the 4D, cal N = 1 complex linear supermultiplet","Caldwell, Wesley | Diaz, Alejandro N. | Friend, Isaac | Gates, S. James, Jr. | Harmalkar, Siddhartha | Lambert-Brown, Tamar | Lay, Daniel | Martirosova, Karina | Meszaros, Victor A. | Omokanwaye, Mayowa | Rudman, Shaina | Shin, Daniel | Vershov, Anthony",article,1702.05453,10.1142/S0217751X18500720,PP-017-020 | HET-1711,https://inspirehep.net/literature/1514056,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2017_1702.05453_On_the_four_dimensional_holoraumy_of_the_4D_cal_N_1_complex_linear_supermultiplet.pdf,pdfs/2017_1702.05453_On_the_four_dimensional_holoraumy_of_the_4D_cal_N_1_complex_linear_supermultiplet.pdf,2017_1702.05453_On_the_four_dimensional_holoraumy_of_the_4D_cal_N_1_complex_linear_supermultiplet.pdf,1391136,27,6c079aa949e83826c33adaa8041c17b14a6e24c83b2470bab0063fa1f9c2af05,6c079aa949e83826c33adaa8041c17b14a6e24c83b2470bab0063fa1f9c2af05,matched,arXiv,https://arxiv.org/pdf/1702.05453,0,,false,,duplicate_doi_alias_removed,
255,1701.08102,1511146,2017,"Spacetime Spin and Chirality Operators for Minimal 4D, cal N = 1 Supermultiplets From BC_4 Adinkra-Tessellation of Riemann Surfaces","Gates, S. James, Jr.",article,1701.08102,,UNIV.-OF-MARYLAND-PREPRINT-PP-017-019 | BROWN-UNIVERSITY-PREPRINT-HET-1709,https://inspirehep.net/literature/1511146,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2017_1701.08102_Spacetime_Spin_and_Chirality_Operators_for_Minimal_4D_cal_N_1_Supermultiplets_From_BC_4_Ad.pdf,pdfs/2017_1701.08102_Spacetime_Spin_and_Chirality_Operators_for_Minimal_4D_cal_N_1_Supermultiplets_From_BC_4_Ad.pdf,2017_1701.08102_Spacetime_Spin_and_Chirality_Operators_for_Minimal_4D_cal_N_1_Supermultiplets_From_BC_4_Ad.pdf,1001891,12,f43208bc7e3d08491af886bb2695f6ed5dd705bc8ac02e574d738c30857632dd,f43208bc7e3d08491af886bb2695f6ed5dd705bc8ac02e574d738c30857632dd,matched,arXiv,https://arxiv.org/pdf/1701.08102,0,,false,,,
256,1812.05097,1728169,2018,A codex on linearized Nordström supergravity in eleven and ten dimensional superspaces,"Gates, S. James | Hu, Yangrui | Jiang, Hanzhi | Mak, S.-N. Hazel",article,1812.05097 | 1904.02328,10.1007/JHEP07(2019)063,Brown Univ. Physics Dept. Preprint # HET-1783 | HET-1783 | Brown Univ. HET-1779,https://inspirehep.net/literature/1728169,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2018_1812.05097_A_codex_on_linearized_Nordstrom_supergravity_in_eleven_and_ten_dimensional_superspaces.pdf,pdfs/2018_1812.05097_A_codex_on_linearized_Nordstrom_supergravity_in_eleven_and_ten_dimensional_superspaces.pdf,2018_1812.05097_A_codex_on_linearized_Nordstrom_supergravity_in_eleven_and_ten_dimensional_superspaces.pdf,501615,34,45c075bcf18838619288af27f0d8177e154635fee6bf2b3e52e68620c58ec791,45c075bcf18838619288af27f0d8177e154635fee6bf2b3e52e68620c58ec791,matched,arXiv,https://arxiv.org/pdf/1812.05097,0,,true,,multiple_arxiv_artifact_aliases,
257,1802.02890,1653961,2018,"Adinkras from ordered quartets of BC4 Coxeter group elements and regarding another Gadget’s 1,358,954,496 matrix elements","Gates, S. James | Kang, Lucas | Kessler, David S. | Korotkikh, Vadim",article,1802.02890,10.1142/S0217751X18500665,BROWN-HET-1761,https://inspirehep.net/literature/1653961,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2018_1802.02890_Adinkras_from_ordered_quartets_of_BC4_Coxeter_group_elements_and_regarding_another_Gadgets.pdf,pdfs/2018_1802.02890_Adinkras_from_ordered_quartets_of_BC4_Coxeter_group_elements_and_regarding_another_Gadgets.pdf,2018_1802.02890_Adinkras_from_ordered_quartets_of_BC4_Coxeter_group_elements_and_regarding_another_Gadgets.pdf,849613,22,52ebb9fad3eaf05800cfa5fb92a5c7abcd5b07f725a75cd8786ec1a79d26ea26,52ebb9fad3eaf05800cfa5fb92a5c7abcd5b07f725a75cd8786ec1a79d26ea26,matched,arXiv,https://arxiv.org/pdf/1802.02890,0,,false,,duplicate_doi_alias_removed,
258,1805.04413,1672787,2018,Conserved higher spin supercurrents for arbitrary spin massless supermultiplets and higher spin superfield cubic interactions,"Buchbinder, I.L. | Gates, S. James | Koutrolikos, Konstantinos",article,1805.04413,10.1007/JHEP08(2018)055,,https://inspirehep.net/literature/1672787,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2018_1805.04413_Conserved_higher_spin_supercurrents_for_arbitrary_spin_massless_supermultiplets_and_higher.pdf,pdfs/2018_1805.04413_Conserved_higher_spin_supercurrents_for_arbitrary_spin_massless_supermultiplets_and_higher.pdf,2018_1805.04413_Conserved_higher_spin_supercurrents_for_arbitrary_spin_massless_supermultiplets_and_higher.pdf,175118,11,1dd21cd7bb1d28f7e0bfebd30baadd458e4063b590d322070bb00a41e135eba9,1dd21cd7bb1d28f7e0bfebd30baadd458e4063b590d322070bb00a41e135eba9,matched,arXiv,https://arxiv.org/pdf/1805.04413,0,,false,,duplicate_doi_alias_removed,
259,1808.07946,1691228,2018,"Examples of 4D, N = 2 holoraumy","Gates, S. James | Mak, S.-N. Hazel",article,1808.07946,10.1142/S0217751X19500817,HET-1770 | Brown Univ. Preprint HET-1770,https://inspirehep.net/literature/1691228,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2018_1808.07946_Examples_of_4D_N_2_holoraumy.pdf,pdfs/2018_1808.07946_Examples_of_4D_N_2_holoraumy.pdf,2018_1808.07946_Examples_of_4D_N_2_holoraumy.pdf,1081019,45,5f38efe13bb27152c392ccfa9a8abd1b4c268f45a66a293eb1d725766e3946cb,5f38efe13bb27152c392ccfa9a8abd1b4c268f45a66a293eb1d725766e3946cb,matched,arXiv,https://arxiv.org/pdf/1808.07946,0,,false,,duplicate_doi_alias_removed,
260,1812.04236,1708546,2018,"Exploring the Abelian 4D, N = 4 Vector-Tensor Supermultiplet and Its Off-Shell Central Charge Structure","Gates, S. James | Stiffler, Kory",article,1812.04236,10.1007/JHEP03(2019)129,Brown-HET-1780,https://inspirehep.net/literature/1708546,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2018_1812.04236_Exploring_the_Abelian_4D_N_4_Vector_Tensor_Supermultiplet_and_Its_Off_Shell_Central_Charge.pdf,pdfs/2018_1812.04236_Exploring_the_Abelian_4D_N_4_Vector_Tensor_Supermultiplet_and_Its_Off_Shell_Central_Charge.pdf,2018_1812.04236_Exploring_the_Abelian_4D_N_4_Vector_Tensor_Supermultiplet_and_Its_Off_Shell_Central_Charge.pdf,328759,17,92504d44ec25e01027bf7b2a2c839dfe472ad4678679f371960cdd6eac09adae,92504d44ec25e01027bf7b2a2c839dfe472ad4678679f371960cdd6eac09adae,matched,arXiv,https://arxiv.org/pdf/1812.04236,0,,false,,duplicate_doi_alias_removed,
261,1811.12858,1705972,2018,Integer superspin supercurrents of matter supermultiplets,"Buchbinder, I.L. | Gates, S. James | Koutrolikos, K.",article,1811.12858,10.1007/JHEP05(2019)031,,https://inspirehep.net/literature/1705972,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2018_1811.12858_Integer_superspin_supercurrents_of_matter_supermultiplets.pdf,pdfs/2018_1811.12858_Integer_superspin_supercurrents_of_matter_supermultiplets.pdf,2018_1811.12858_Integer_superspin_supercurrents_of_matter_supermultiplets.pdf,257468,16,5e06e1b51818da67ed5acbc2fed4af24daf64eb9c4c9ae45f8c93fe131efebb1,5e06e1b51818da67ed5acbc2fed4af24daf64eb9c4c9ae45f8c93fe131efebb1,matched,arXiv,https://arxiv.org/pdf/1811.12858,0,,false,,duplicate_doi_alias_removed,
262,1804.08539,1669640,2018,Interaction of supersymmetric nonlinear sigma models with external higher spin superfields via higher spin supercurrents,"Buchbinder, I.L. | Gates, S. James | Koutrolikos, Konstantinos",article,1804.08539,10.1007/JHEP05(2018)204,,https://inspirehep.net/literature/1669640,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2018_1804.08539_Interaction_of_supersymmetric_nonlinear_sigma_models_with_external_higher_spin_superfields.pdf,pdfs/2018_1804.08539_Interaction_of_supersymmetric_nonlinear_sigma_models_with_external_higher_spin_superfields.pdf,2018_1804.08539_Interaction_of_supersymmetric_nonlinear_sigma_models_with_external_higher_spin_superfields.pdf,285193,24,8f3d7b4f920672d8453ec586392957a580128cf8a04071f03f6ad3bb86e95b42,8f3d7b4f920672d8453ec586392957a580128cf8a04071f03f6ad3bb86e95b42,matched,arXiv,https://arxiv.org/pdf/1804.08539,0,,false,,duplicate_doi_alias_removed,
263,1904.01738,1727955,2019,Adinkra Height Yielding Matrix Numbers: Eigenvalue Equivalence Classes for Minimal Four-Color Adinkras,"Gates, S. James | Hu, Yangrui | Stiffler, Kory",article,1904.01738,10.1142/S0217751X19500854,HET-1788,https://inspirehep.net/literature/1727955,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2019_1904.01738_Adinkra_Height_Yielding_Matrix_Numbers_Eigenvalue_Equivalence_Classes_for_Minimal_Four_Col.pdf,pdfs/2019_1904.01738_Adinkra_Height_Yielding_Matrix_Numbers_Eigenvalue_Equivalence_Classes_for_Minimal_Four_Col.pdf,2019_1904.01738_Adinkra_Height_Yielding_Matrix_Numbers_Eigenvalue_Equivalence_Classes_for_Minimal_Four_Col.pdf,913763,39,dd95041146fb900390fcd5346dac29b197cce728f8812a688dad8576d30d622e,dd95041146fb900390fcd5346dac29b197cce728f8812a688dad8576d30d622e,matched,arXiv,https://arxiv.org/pdf/1904.01738,0,,false,,duplicate_doi_alias_removed,
264,1907.05829,1743771,2019,Higher Spin Supersymmetry at the Cosmological Collider: Sculpting SUSY Rilles in the CMB,"Alexander, Stephon | Gates, S. James | Jenks, Leah | Koutrolikos, K. | McDonough, Evan",article,1907.05829,10.1007/JHEP10(2019)156,,https://inspirehep.net/literature/1743771,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2019_1907.05829_Higher_Spin_Supersymmetry_at_the_Cosmological_Collider_Sculpting_SUSY_Rilles_in_the_CMB.pdf,pdfs/2019_1907.05829_Higher_Spin_Supersymmetry_at_the_Cosmological_Collider_Sculpting_SUSY_Rilles_in_the_CMB.pdf,2019_1907.05829_Higher_Spin_Supersymmetry_at_the_Cosmological_Collider_Sculpting_SUSY_Rilles_in_the_CMB.pdf,935658,32,541775f65c284c58d0dee424c2eb80ee5bb168b62745a27b6b4cecfee964182e,541775f65c284c58d0dee424c2eb80ee5bb168b62745a27b6b4cecfee964182e,matched,arXiv,https://arxiv.org/pdf/1907.05829,0,,false,,duplicate_doi_alias_removed,
265,1906.02971,1738855,2019,"On the Ubiquity Of Electromagnetic-Duality Rotations in 4D, mathcal N = 1 Holoraumy Tensors for On-Shell 4D Supermultiplets","Gates, S. James | Lay, Daniel | Mak, S.N. Hazel | Peters, Brock | Ramakrishnan, Aravind | Stiffler, Kory | Wimpee, Zachary | Xiao, Xiao | Yuan, Yifan | Zhang, Jinjie | Zhou, Peter V.",article,1906.02971,10.1142/S0217751X20500086,Brown University Preprint HET-1789,https://inspirehep.net/literature/1738855,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2019_1906.02971_On_the_Ubiquity_Of_Electromagnetic_Duality_Rotations_in_4D_mathcal_N_1_Holoraumy_Tensors_f.pdf,pdfs/2019_1906.02971_On_the_Ubiquity_Of_Electromagnetic_Duality_Rotations_in_4D_mathcal_N_1_Holoraumy_Tensors_f.pdf,2019_1906.02971_On_the_Ubiquity_Of_Electromagnetic_Duality_Rotations_in_4D_mathcal_N_1_Holoraumy_Tensors_f.pdf,380884,21,2bdb816eecc17e8f44f020806917e623f8ae18d71f2260198c1a944f3b47697a,2bdb816eecc17e8f44f020806917e623f8ae18d71f2260198c1a944f3b47697a,matched,arXiv,https://arxiv.org/pdf/1906.02971,0,,false,,duplicate_doi_alias_removed,
